Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-10-13 18:13:59,"Afternoon Workout",55min,"Seated Row (Cable)",2,240.0,8,0,0,,,
2022-10-13 18:13:59,"Afternoon Workout",55min,"Seated Row (Cable)",3,205.0,10,0,0,,,
2022-10-13 18:13:59,"Afternoon Workout",55min,"Hammer Curl (Dumbbell)",1,25.0,10,0,0,"",,
2022-10-13 18:13:59,"Afternoon Workout",55min,"Hip Abductor (Machine)",1,220.0,14,0,0,"",,
2022-10-13 18:13:59,"Afternoon Workout",55min,"Hip Abductor (Machine)",2,280.0,9,0,0,,,
2022-10-13 18:13:59,"Afternoon Workout",55min,"Hip Abductor (Machine)",3,280.0,8,0,0,,,
2022-10-14 20:53:55,"Push #2",41min,"Incline Bench Press (Dumbbell)",1,37.49999999999999,14,0,0,"","",
2022-10-14 20:53:55,"Push #2",41min,"Incline Bench Press (Dumbbell)",2,42.5,11,0,0,,,
2022-10-14 20:53:55,"Push #2",41min,"Incline Bench Press (Dumbbell)",3,45.0,6,0,0,,,
2022-10-14 20:53:55,"Push #2",41min,"Lateral Raise (Dumbbell)",1,20.0,14,0,0,"",,
2022-10-14 20:53:55,"Push #2",41min,"Lateral Raise (Dumbbell)",2,22.5,10,0,0,,,
2022-10-14 20:53:55,"Push #2",41min,"Lateral Raise (Dumbbell)",3,25.0,6,0,0,,,
2022-10-14 20:53:55,"Push #2",41min,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,11,0,0,"",,
2022-10-14 20:53:55,"Push #2",41min,"Triceps Pushdown (Cable - Straight Bar)",2,50.0,11,0,0,,,
2022-10-14 20:53:55,"Push #2",41min,"Triceps Pushdown (Cable - Straight Bar)",3,55.0,8,0,0,,,
2022-10-14 20:53:55,"Push #2",41min,"Chest Fly",1,135.0,9,0,0,"",,
2022-10-14 20:53:55,"Push #2",41min,"Chest Fly",2,135.0,7,0,0,,,
2022-10-14 20:53:55,"Push #2",41min,"Chest Fly",3,135.0,6,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,11,0,0,"","",
2022-10-18 21:58:13,"Evening Workout",51min,"Triceps Pushdown (Cable - Straight Bar)",2,55.0,7,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Triceps Pushdown (Cable - Straight Bar)",3,55.0,8,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Lateral Raise (Dumbbell)",1,20.0,12,0,0,"",,
2022-10-18 21:58:13,"Evening Workout",51min,"Lateral Raise (Dumbbell)",2,25.0,8,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Lateral Raise (Dumbbell)",3,25.0,7,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Bench Press (Barbell)",1,115.0,10,0,0,"",,
2022-10-18 21:58:13,"Evening Workout",51min,"Bench Press (Barbell)",2,125.0,7,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Bench Press (Barbell)",3,125.0,5,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Triceps Dip",1,0.0,10,0,0,"",,
2022-10-18 21:58:13,"Evening Workout",51min,"Triceps Dip",2,0.0,8,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Triceps Dip",3,0.0,6,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Face Pull (Cable)",1,30.0,14,0,0,"",,
2022-10-18 21:58:13,"Evening Workout",51min,"Face Pull (Cable)",2,35.0,14,0,0,,,
2022-10-18 21:58:13,"Evening Workout",51min,"Face Pull (Cable)",3,35.0,14,0,0,,,
2022-10-19 15:21:22,"Pull Day #1",45min,"Lat Pulldown (Cable)",1,120.0,10,0,0,"","",
2022-10-19 15:21:22,"Pull Day #1",45min,"Lat Pulldown (Cable)",2,125.0,8,0,0,,,
2022-10-19 15:21:22,"Pull Day #1",45min,"Lat Pulldown (Cable)",3,125.0,8,0,0,,,
2022-10-19 15:21:22,"Pull Day #1",45min,"Lat Pulldown (Cable)",4,125.0,6,0,0,,,
2022-10-19 15:21:22,"Pull Day #1",45min,"Preacher Curl (Barbell)",1,70.0,8,0,0,"",,
2022-10-19 15:21:22,"Pull Day #1",45min,"Preacher Curl (Barbell)",2,65.0,10,0,0,,,
2022-10-19 15:21:22,"Pull Day #1",45min,"Preacher Curl (Barbell)",3,65.0,8,0,0,,,
2022-10-19 15:21:22,"Pull Day #1",45min,"Seated Row (Cable)",1,200.0,10,0,0,"",,
2022-10-19 15:21:22,"Pull Day #1",45min,"Seated Row (Cable)",2,240.0,8,0,0,,,
2022-10-19 15:21:22,"Pull Day #1",45min,"Hammer Curl (Dumbbell)",1,25.0,14,0,0,"",,
2022-10-19 15:21:22,"Pull Day #1",45min,"Hammer Curl (Dumbbell)",2,32.5,6,0,0,,,
2022-10-19 15:21:22,"Pull Day #1",45min,"Hammer Curl (Dumbbell)",3,27.5,8,0,0,,,
2022-10-20 20:27:14,"Evening Workout",28min,"Seated Leg Press (Machine)",1,210.0,14,0,0,"","",
2022-10-20 20:27:14,"Evening Workout",28min,"Seated Leg Press (Machine)",2,250.0,14,0,0,,,
2022-10-20 20:27:14,"Evening Workout",28min,"Seated Leg Press (Machine)",3,270.0,14,0,0,,,
2022-10-23 21:13:50,"Push #2",1h 8min,"Incline Bench Press (Dumbbell)",1,40.0,11,0,0,"","",
2022-10-23 21:13:50,"Push #2",1h 8min,"Incline Bench Press (Dumbbell)",2,45.0,8,0,0,,,
